응답	ㅇㅡㅇㄷㅏㅂ	푸가나 카논에서 먼저 가는 소리에 뒤늦게 같은 가락을 좇아 노래하는 일.
롤링	ㄹㅗㄹㄹㅣㅇ	회전하는 압연기의 롤에 금속 재료를 넣어 판자 모양으로 만드는 일.
고객	ㄱㅗㄱㅏㅣㄱ	2. 단골로 오는 손님. '손님', '단골손님'으로 순화. ≒상객(常客) ·주고(主顧)·화객(華客)·화주(華主) .
스쿠버	ㅅㅡㅋㅜㅂㅓ	휴대용 수중 호흡기. 또는 자급식 잠수 장치. 압축 공기를 채운 봄베를 등에 지고 압력 자동 조절기를 통하여 마우스피스로 호흡하게 만든 것이다.
파자마	ㅍㅏㅈㅏㅁㅏ	2. 인도 사람이 입는 통 넓은 바지.
문득	ㅁㅜㄴㄷㅡㄱ	들어서 얻게 됨.
볼링	ㅂㅗㄹㄹㅣㅇ	지름 22cm의 비금속성의 공을 굴려 약 20미터 전방에 정삼각형으로 세워 둔 열 개의 핀을 많이 쓰러뜨려서 승부를 겨루는 경기. 3~4세기 무렵에 독일의 한 수도원에서 악마에 견준 곤봉을 쓰러뜨린 경기가 원형이라 
중간	ㅈㅜㅇㄱㅏㄴ	이미 펴낸 책을 거듭 간행함. ≒중각(重刻).
반응	ㅂㅏㄴㅇㅡㅇ	물질 사이에 일어나는 화학적 변화. 물질의 성질이나 구조가 변한다.
에녹	ㅇㅓㅣㄴㅗㄱ	아담의 7대손. 성경에, 신앙심이 깊어 하나님과 동행한 것으로 기록되어 있다.
기획	ㄱㅣㅎㅗㅣㄱ	기발한 계획.
불평	ㅂㅜㄹㅍㅕㅇ	=불평판.
발전	ㅂㅏㄹㅈㅓㄴ	2. 전보를 쳐서 보냄.
목발	ㅁㅗㄱㅂㅏㄹ	머리를 감음. 또는 그 머리.
스포츠	ㅅㅡㅍㅗㅊㅡ	=운동 경기. '운동'으로 순화.
협곡	ㅎㅕㅂㄱㅗㄱ	하천 하부가 심하게 침식되어 생기는 좁고 깊은 골짜기.
의상	ㅇㅡㅣㅅㅏㅇ	3. 여자들이 입는 겉옷. 저고리와 치마를 이른다.
대륙	ㄷㅏㅣㄹㅠㄱ	2. 유럽 대륙을 영국에 상대하여 이르는 말.
공공	ㄱㅗㅇㄱㅗㅇ	육근(六 根), 육경(六 境), 아(我), 아소(我所) 따위의 모든 것은 인연에 의하여 임시로 화합한 것이므로 실체나 자성(自性)이 없는 공(空)이며, 그 '공'이라고 하는 것 또한 '공'한 것임을 이르는 말.
발목	ㅂㅏㄹㅁㅗㄱ	비파(琵琶) 따위의 현악기를 탈 때 쓰는 납작한 물건. 나무, 상아, 물소의 뿔 따위로 만든다.
온천	ㅇㅗㄴㅊㅓㄴ	지열에 의하여 지하수가 그 지역의 평균 기온 이상으로 데워져 솟아 나오는 샘. 온천의 온도 한계는 일정하지 않으며, 우리나라에서는 25℃ 이상으로 규정하고 있다. 여러 가지 광물 성분을 포함하고 있어서 의료에 효과가
충격	ㅊㅜㅇㄱㅕㄱ	서로 세차게 부딪침.
중령	ㅈㅜㅇㄹㅕㅇ	영관 계급의 하나. 대령의 아래, 소령의 위이다.
철제	ㅊㅓㄹㅈㅓㅣ	1. =편자. 2. 침략자의 탄압이나 전제를 비유적으로 이르는 말.
학대	ㅎㅏㄱㄷㅏㅣ	조선 시대에, 문관(文官)이 띠던, 학을 수놓은 허리띠.
등장	ㄷㅡㅇㅈㅏㅇ	여러 사람이 이름을 잇대어 써서 관청에 올려 하소연함. 또는 그 일. ≒등소(等訴).
픽업	ㅍㅣㄱㅇㅓㅂ	전축에서, 바늘의 진동을 전류의 진동으로 변환하는 장치.
친척	ㅊㅣㄴㅊㅓㄱ	2. 성이 다른 일가. 고종, 내종, 외종, 이종 따위를 이른다.
남음	ㄴㅏㅁㅇㅡㅁ	지나치게 마심.
명령	ㅁㅕㅇㄹㅕㅇ	빛깔이 푸른 나비와 나방의 애벌레. 몸빛은 녹색이다. 2. 나나니가 명령(螟□)을 업어 기른다는 뜻으로, '양아들'을 비유적으로 이르는 말. ≒명사(螟嗣).
영양	ㅇㅕㅇㅇㅑㅇ	1. 솟과의 포유동물. 몸은 날씬하며 우아하고 발에는 발굽이 있으며 매우 빠르다. 초식성으로 대부분 아프리카에 분포하는데 유라시아에도 분포한다. 천연기념물 제217호. ≒산양(山羊). 2. 염소, 산양 따위의 짐승을
통할	ㅌㅗㅇㅎㅏㄹ	모두 거느려 다스림.
국장	ㄱㅜㄱㅈㅏㅇ	기관이나 조직에서 한 국(局)을 맡아 다스리는 직위. 또는 그 직위에 있는 사람.
침공	ㅊㅣㅁㄱㅗㅇ	침술을 행하는 사람.
클립	ㅋㅡㄹㄹㅣㅂ	마르지 않은 상태의 캔버스를 옮길 때, 캔버스의 화면과 화면이 닿는 것을 방지하기 위한 재료. '틀 집게'로 순화.
정문	ㅈㅓㅇㅁㅜㄴ	1. =숫구멍. 2. =정수리.
감당	ㄱㅏㅁㄷㅏㅇ	신라 때에, 육부 소감전에서 각 사지(舍知) 다음가는 벼슬.
먼데	ㅁㅓㄴㄷㅓㅣ	'변소'를 완곡하게 이르는 말.
중반	ㅈㅜㅇㅂㅏㄴ	=점심밥.
화장	ㅎㅗㅏㅈㅏㅇ	사슴 가죽으로 목화(木靴)를 만드는 일을 맡아 하던 사람.
법률	ㅂㅓㅂㄹㅠㄹ	부처가 설법한 가르침과 신자가 지켜야 할 규율.
분석	ㅂㅜㄴㅅㅓㄱ	동물의 배설물로 만들어진 화석.
레몬	ㄹㅓㅣㅁㅗㄴ	운향과의 상록 소교목. 높이는 3미터 정도이며, 잎은 어긋나고 달걀 모양인데 끝이 뾰족하다. 5~10월에 향기가 나는 흰 꽃이 피고 열매는 타원형으로 노랗게 익는데 향기가 진하다. 과즙에 시트르산과 비타민 시(C)가
선전	ㅅㅓㄴㅈㅓㄴ	빙빙 돌아서 굴러감. 또는 굴러가게 함.
만족	ㅁㅏㄴㅈㅗㄱ	1. =야만족. 2. =남만(南蠻).
칼륨	ㅋㅏㄹㄹㅠㅁ	알칼리 금속 원소의 하나. 식물 회(灰) 가운데 탄산염으로 들어 있으며, 이온으로서 동식물의 생리에 중요한 역할을 한다. 금속 원소 가운데 이온화 경향이 가장 큰 원소로서 산화하기 쉽고, 물에 넣으면 수소를 내고 수
대본	ㄷㅏㅣㅂㅗㄴ	돈을 받고 책을 빌려 줌. 또는 그 책. ≒세책(貰冊).
인공	ㅇㅣㄴㄱㅗㅇ	공적(公的)인 일로 말미암음.
타이머	ㅌㅏㅇㅣㅁㅓ	=셀프타이머. '시간 조절', '시간 조절기'로 순화.
항법	ㅎㅏㅇㅂㅓㅂ	배나 비행기 따위가 두 지점 사이를 가장 안전하고 정확하게 이동하는 방법. 또는 그런 기술.
끌기	ㄱㄱㅡㄹㄱㅣ	마우스의 버튼을 누른 채 화면 위의 커서를 어떤 점에서 다른 점까지 움직인 후 버튼을 떼는 동작. 데이터를 블록 지정하는 데에 많이 쓴다. ≒드래그(drag).
집합	ㅈㅣㅂㅎㅏㅂ	특정 조건에 맞는 원소들의 모임. 임의의 한 원소가 그 모임에 속하는지를 알 수 있고, 그 모임에 속하는 임의의 두 원소가 다른가 같은가를 구별할 수 있는 명확한 표준이 있는 것을 이른다.
갈등	ㄱㅏㄹㄷㅡㅇ	=갈등상태.
신종	ㅅㅣㄴㅈㅗㅇ	신하로서 따라 좇음. 또는 그런 사람.
진척	ㅈㅣㄴㅊㅓㄱ	2. 벼슬이 높아짐.
당근	ㄷㅏㅇㄱㅡㄴ	산형과의 두해살이풀. 높이는 1미터 정도이며, 잎은 뿌리에서 나고 깃모양 겹잎이다. 여름에 흰 꽃이 줄기 끝에 겹산형 꽃차례로 피고, 원추 모양의 불그레한 뿌리는 식용한다. 아시아, 유럽, 북아프리카 등지에 분포한다
세븐	ㅅㅓㅣㅂㅡㄴ	럭비에서, 전위(前衛) 일곱 사람이 스크럼을 짜는 일.
삼일	ㅅㅏㅁㅇㅣㄹ	주일 후 사흘째 되는 날. 곧 '수요일'을 이른다.
볼륨	ㅂㅗㄹㄹㅠㅁ	데이터 기록 매체를 관리하는 데 쓰는 단위. 하나의 볼륨에 둘 이상의 파일이 수용되기도 하고, 둘 이상의 볼륨에 하나의 파일이 수용되기도 한다.
스토커	ㅅㅡㅌㅗㅋㅓ	=급탄기.
인상	ㅇㅣㄴㅅㅏㅇ	비늘 모양의 형상.
전체	ㅈㅓㄴㅊㅓㅣ	이 사람 저 사람 손을 거쳐 전하여 보냄. 또는 그런 인편(人便). ≒전편(轉便).
별건	ㅂㅕㄹㄱㅓㄴ	1. 보통 것과 다르게 된 물건. 2. =별사건.
신경	ㅅㅣㄴㄱㅕㅇ	오경의 하나. 뇌척수에 이상이 생겨 몸과 힘줄이 뻣뻣하여지는 증상이다. ≒신경증.
샌더	ㅅㅏㅣㄴㄷㅓ	사포를 끼워 사용하는 기계. 흔히 표면을 고르거나 갈아 낼 때 사용한다. '갈개'로 순화.
대문	ㄷㅏㅣㅁㅜㄴ	1. 고귀한 사람이 들음. 2. 남이 들음을 높여 이르는 말.
퇴각	ㅌㅗㅣㄱㅏㄱ	2. 금품 따위를 물리침.
경골	ㄱㅕㅇㄱㅗㄹ	고래의 뼈.
판단	ㅍㅏㄴㄷㅏㄴ	어떤 대상에 대하여 무슨 일인가를 판정하는 인간의 사유 작용.
성격	ㅅㅓㅇㄱㅕㄱ	격식을 이룸.
한창	ㅎㅏㄴㅊㅏㅇ	1. '땀띠'를 한방에서 이르는 말. 2. 여름에 땀을 많이 흘리고 씻지 아니하여서 피부에 생기는 여드름 모양의 종기. 살이 찐 사람에게 많다.
정복	ㅈㅓㅇㅂㅗㄱ	불교를 믿음으로써 얻는 행복.
화성	ㅎㅗㅏㅅㅓㅇ	조선 정조 때에, 경기도 수원시에 쌓은 성. 정조 18년(1794)부터 20년(1796) 사이에 좌의정 채제공의 주관하에 축성하였는데, 근대적 성곽 구조를 갖추고 거중기 따위의 기계 장치를 활용하는 따위의 우리나라 
의대	ㅇㅡㅣㄷㅏㅣ	'의과 대학'을 줄여 이르는 말.
외상	ㅇㅗㅣㅅㅏㅇ	바깥쪽의 모습. 또는 표면의 모양.
천국	ㅊㅓㄴㄱㅜㄱ	=패랭이꽃.
밴드	ㅂㅏㅣㄴㄷㅡ	2. 등산에서, 암벽 면에 가로질러 띠 모양으로 돌출된 형태를 이르는 말.
성경	ㅅㅓㅇㄱㅕㅇ	1. 정성을 다하여 공경함. 2. 정성과 공경을 아울러 이르는 말.
한달	ㅎㅏㄴㄷㅏㄹ	익숙하여져서 잘 통하게 됨.
제일	ㅈㅓㅣㅇㅣㄹ	똑같이 가지런함.
교황	ㄱㅛㅎㅗㅏㅇ	학교의 상황.
종합	ㅈㅗㅇㅎㅏㅂ	변증법 논리나 헤겔 철학에서, 서로 모순되는 정립(定立)과 반정립(反定立)을 거쳐, 대립과 모순이 통일되는 새로운 단계. ≒진테제.
패션	ㅍㅏㅣㅅㅕㄴ	=수난곡(受難曲).
새틴	ㅅㅏㅣㅌㅣㄴ	견직물의 하나. 일반적으로 수자직의 양복지를 이른다. 광택이 곱고 보드랍기 때문에 장식적인 여성복, 핸드백, 모자 따위에 사용하는 천이다. ≒수자(□子).
골절	ㄱㅗㄹㅈㅓㄹ	=관절(關節).
진전	ㅈㅣㄴㅈㅓㄴ	천둥과 번개를 아울러 이르는 말.
물론	ㅁㅜㄹㄹㅗㄴ	=물의(物議).
배급	ㅂㅏㅣㄱㅡㅂ	통제 경제 아래에서, 수요와 공급을 조절하기 위하여 상품을 일정하게 나누어 소비자에게 파는 일.
본데	ㅂㅗㄴㄷㅓㅣ	보아서 배운 범절이나 솜씨 또는 지식.
정희	ㅈㅓㅇㅎㅡㅣ	정재(呈才)보다 극적 요소가 많이 들어 있는 노래와 춤.
남성	ㄴㅏㅁㅅㅓㅇ	성악에서 남자가 담당하는 테너, 바리톤, 베이스 따위의 성부(聲部). ≒남성부.
통합	ㅌㅗㅇㅎㅏㅂ	언어 요소가 발화될 때, 일정한 순서로 배열됨. 또는 그런 일. '아주 좋은 사람'에서 세 단어는 일정한 순서로 배열되는 통합 관계에 있다.
로스트	ㄹㅗㅅㅡㅌㅡ	1. 고기 따위를 직접 불에 굽는 것. ≒로스. 2. 고기 따위를 뜨겁게 단 재에 묻어서 굽는 것. ≒로스. 3. 소, 돼지, 양 따위의 어깨 부분의 살. 불고기에 적당하다. ≒로스. 4. =로스트비프. 5. =로스
옵션	ㅇㅗㅂㅅㅕㄴ	=옵션거래.
간단	ㄱㅏㄴㄷㅏㄴ	잠시 그치거나 끊어짐.
행사	ㅎㅏㅣㅇㅅㅏ	거짓을 행함.
용납	ㅇㅛㅇㄴㅏㅂ	2. 어떤 물건이나 상황을 받아들임.
음식	ㅇㅡㅁㅅㅣㄱ	2. =음식물.
종신	ㅈㅗㅇㅅㅣㄴ	종의 몸체.
조타수	ㅈㅗㅌㅏㅅㅜ	=키잡이.
자켓	ㅈㅏㅋㅓㅣㅅ	'재킷(jacket)'의 잘못.
케일	ㅋㅓㅣㅇㅣㄹ	십자화과의 하나. 잎이 오글쪼글하고 결구(結球)가 안되며, 비타민과 무기염류가 많이 함유되어 있다. (Brassica oleracea var. acephala)
신앙	ㅅㅣㄴㅇㅏㅇ	초자연적인 절대자, 창조자 및 종교 대상에 대한 신자 자신의 태도로서, 두려워하고 경건히 여기며, 자비·사랑·의뢰심을 갖는 일. ≒믿음.
북위	ㅂㅜㄱㅇㅜㅣ	중국 남북조 시대의 북조(北朝) 최초의 나라. 386년에 선비족(鮮卑族)의 탁발규가 화베이(華北)에 세운 나라로, 적극적인 중국 동화 정책을 추진하였으나 반란이 일어나 534년 동위(東魏)와 서위(西魏)로 분열하였다
죽음	ㅈㅜㄱㅇㅡㅁ	묽은 죽.
안단	ㅇㅏㄴㄷㅏㄴ	안에 대는 옷단.
숙청	ㅅㅜㄱㅊㅓㅇ	삼가 엄숙하게 들음.
풍선	ㅍㅜㅇㅅㅓㄴ	=날려고르기.
대충	ㄷㅏㅣㅊㅜㅇ	방위(方位)가 서로 똑바로 맞섬. ≒호충(呼沖).
이야기	ㅇㅣㅇㅑㄱㅣ	=소설(小說).
해킹	ㅎㅏㅣㅋㅣㅇ	남의 컴퓨터 시스템에 침입하여 장난이나 범죄를 저지르는 일.
키보드	ㅋㅣㅂㅗㄷㅡ	원하는 문자의 키를 눌러 신호를 보냄으로써 프로그램이나 데이터를 입력하는 장치. 음극선관 디스플레이와 한 조(組)를 이루어 사용한다. ≒자판.
직역	ㅈㅣㄱㅇㅕㄱ	특정한 직업의 영역이나 범위.
심실	ㅅㅣㅁㅅㅣㄹ	죄인을 가두어 두던 방.
명중	ㅁㅕㅇㅈㅜㅇ	화살이나 총알 따위가 겨냥한 곳에 바로 맞음.
검증	ㄱㅓㅁㅈㅡㅇ	어떤 명제의 참, 거짓을 사실에 비추어 검사하는 일. ≒실증(實證) .
입술	ㅇㅣㅂㅅㅜㄹ	그릇 아가리의 가장자리. ≒구순(口脣).【＜입슈울＜입시울≪석보상절(1447)≫←입+시울】
간판	ㄱㅏㄴㅍㅏㄴ	사진에서, 소판(小判)과 중판(中判)의 중간 정도 크기의 건판. 가로 10cm, 세로 12.7cm이다. ≒사이판.
문신	ㅁㅜㄴㅅㅣㄴ	문을 지켜서 불행이 들어오지 못하게 막아 준다는 귀신. ≒수문신·수문장대감.
임명	ㅇㅣㅁㅁㅕㅇ	=임종(臨終).
탐폰	ㅌㅏㅁㅍㅗㄴ	소독한 솜, 거즈 따위를 원통(圓筒)이나 공 모양으로 만든 것. 국부(局部)에 넣어서 피를 멈추게 하거나 분비액을 흡수하는 데 쓴다. ≒면구(綿球).
아벨	ㅇㅏㅂㅓㅣㄹ	구약 성경 창세기에 나오는 인물. 아담과 이브의 둘째 아들로, 신앙이 두터워 신에게 어린양을 제물로 바치고 신의 뜻을 따랐으나 이를 질투한 형 카인에게 살해당했다.
작동	ㅈㅏㄱㄷㅗㅇ	=지난겨울.
여관	ㅇㅕㄱㅗㅏㄴ	아름다운 경치.
절단	ㅈㅓㄹㄷㅏㄴ	관계 따위를 끊음.
생기	ㅅㅏㅣㅇㄱㅣ	관아에서 숙직하는 사람의 성명 따위를 적어 임금에게 올리던 문서. 병조에 입직(入直)하는 낭관(郎官)이, 매일 궁궐을 경비하는 장수에게 교부하는 군호, 궁궐의 각처에 입직하는 관원, 하례(下隸), 각 영과 각 문에 
제작	ㅈㅓㅣㅈㅏㄱ	내어 준 제목으로 글을 지음.
돌연	ㄷㅗㄹㅇㅕㄴ	강렬한 빛과 열을 내면서 급속히 타오름.
콜린	ㅋㅗㄹㄹㅣㄴ	담즙·뇌·노른자·씨 따위에 들어 있는, 비타민 비(B)를 이루는 물질의 하나. 세포막의 삼투압 조절, 혈압 조절, 신경 전달 따위의 여러 중요한 생리 작용에 관여한다. 화학식은 C5H15O2N.
백조	ㅂㅏㅣㄱㅈㅗ	=고니.
라이더	ㄹㅏㅇㅣㄷㅓ	천칭(天秤) 따위에서 아주 작은 양의 조절에 쓰는 분동(分銅)의 하나. 대개 가는 알루미늄 선을 걸칠 수 있는 모양으로 만들어 라이더 바(bar)에 얹어 사용한다.
석궁	ㅅㅓㄱㄱㅜㅇ	중세 유럽에서 쓰던 활의 하나. 돌을 쏘는 데에 썼다.
해안	ㅎㅏㅣㅇㅏㄴ	얼굴을 부드럽게 하고 웃음을 띰.
첫날	ㅊㅓㅅㄴㅏㄹ	2. 시집가거나 장가드는 날.【＜□날≪용비어천가(1447)≫←첫+날】
벽장	ㅂㅕㄱㅈㅏㅇ	1. =벽담(壁-). 2. =장벽(牆壁).
손톱	ㅅㅗㄴㅌㅗㅂ	한 손으로 쓸 수 있는 작은 톱.
케익	ㅋㅓㅣㅇㅣㄱ	'케이크(cake)'의 잘못.
부활	ㅂㅜㅎㅗㅏㄹ	십자가에 못 박혀 세상을 떠난 예수가 자신의 예언대로 사흘 만에 다시 살아난 일.
힙합	ㅎㅣㅂㅎㅏㅂ	뉴욕의 흑인 소년이나 푸에르토리코 젊은이들이 1980년대에 시작한 새로운 감각의 음악이나 춤.
오백	ㅇㅗㅂㅏㅣㄱ	1. 군대에서 다섯 사람이 한 무리를 이루는 오(伍)의 우두머리. 2. 양반의 집에서 길잡이하는 사람. 3. 죄인의 처형을 가하는 사람.
수색	ㅅㅜㅅㅏㅣㄱ	부끄러운 기색.
실패	ㅅㅣㄹㅍㅏㅣ	골패의 오관 따위의 패를 잘못 짓는 일.
은폐	ㅇㅡㄴㅍㅕㅣ	숨어서 나오지 아니함.
경적	ㄱㅕㅇㅈㅓㄱ	어린아이가 놀란 후에 다시 음식이나 담열(膽熱)에 비위가 상하여 생기는 증상. 푸른빛을 띤 설사를 하며, 답답해하고 혼자서 중얼거린다.
전달	ㅈㅓㄴㄷㅏㄹ	독단적으로 결심하여 일을 처리하고 이것을 임금에게 전하던 일.
단속	ㄷㅏㄴㅅㅗㄱ	비단 등속.
문장	ㅁㅜㄴㅈㅏㅇ	한 문중(門中)에서 항렬과 나이가 제일 위인 사람.
억제	ㅇㅓㄱㅈㅓㅣ	자극으로 흥분한 신경 세포의 활동이 다른 신경 세포에 의하여 억눌림.
본적	ㅂㅗㄴㅈㅓㄱ	1. 불보살의 진실한 본지신(本地身)과 중생을 교화하기 위하여 진신으로부터 변화한 신명(神明)의 신인 수적신을 아울러 이르는 말. 2. =본적이문.
정장	ㅈㅓㅇㅈㅏㅇ	보트, 요트 및 정(艇) 따위의 배를 책임지고 지휘하는 사람. 또는 그런 직위.
녹화	ㄴㅗㄱㅎㅗㅏ	단청에서, 녹색으로 그린 꽃무늬.
딱지	ㄷㄷㅏㄱㅈㅣ	2. 만들 때부터 종이에 박혀 있는 티. 3. 게, 소라, 거북 따위의 몸을 싸고 있는 단단한 껍데기. 4. 몸시계나 손목시계 따위의 기계를 싸고 있는 껍데기.
시너지	ㅅㅣㄴㅓㅈㅣ	1. 분산 상태에 있는 집단이나 개인이 서로 적응하여 통합되어 가는 과정. 2. 한 집단이 목표를 달성하기 위하여 소모하는 에너지의 총체.
채팅	ㅊㅏㅣㅌㅣㅇ	전자 게시판이나 통신망에서, 여러 사용자가 다양한 주제를 가지고 실시간으로 모니터 화면을 통하여 대화를 나누는 일.
정렬	ㅈㅓㅇㄹㅕㄹ	여자의 지조나 절개가 곧고 굳음.
협상	ㅎㅕㅂㅅㅏㅇ	=가위꼴.
변형	ㅂㅕㄴㅎㅕㅇ	=꼴바꿈.
과장	ㄱㅗㅏㅈㅏㅇ	사과하는 내용의 편지.
신형	ㅅㅣㄴㅎㅕㅇ	대종교에서, 신도들이 대종사(大倧師)를 높여 부르는 말.
신음	ㅅㅣㄴㅇㅡㅁ	신의 음기(陰氣). 신양(腎陽)에 상대되는 말로 신양과 의존하는 관계가 있어 신양의 기능 활동에 물질적 기초가 된다. ≒원음(元陰)·진음(眞陰).
차원	ㅊㅏㅇㅜㅓㄴ	=다원.
분당	ㅂㅜㄴㄷㅏㅇ	가루로 된 사탕.
렌치	ㄹㅓㅣㄴㅊㅣ	=스패너.
중동	ㅈㅜㅇㄷㅗㅇ	겹으로 된 눈동자.
양성	ㅇㅑㅇㅅㅓㅇ	어떤 병의 낫기 쉬운 상태나 성질. 특히 종양의 경우에 수술로 완치될 수 있는 상태를 이른다.
색시	ㅅㅏㅣㄱㅅㅣ	실제로는 빛깔이 없는 물건이 빛깔이 있는 것처럼 보이는 증상. ≒색시증.
대위	ㄷㅏㅣㅇㅜㅣ	삼공(三公)의 지위.
적군	ㅈㅓㄱㄱㅜㄴ	1. 러시아의 정규군. 원이름은 노농 적군(勞農赤軍)으로 1918년에 적위군을 대신하여 노동자와 농민으로 조직하였다. 2. '공산군'을 달리 이르는 말.
대전	ㄷㅏㅣㅈㅓㄴ	대(臺)의 앞.
영영	ㅇㅕㅇㅇㅕㅇ	조선 시대에, 경상남도 감영(監營)을 이르던 말.
풋볼	ㅍㅜㅅㅂㅗㄹ	1. =미식축구. 2. =럭비풋볼.
연간	ㅇㅕㄴㄱㅏㄴ	=연접봉.
원조	ㅇㅜㅓㄴㅈㅗ	고조(高祖) 이전의 먼 조상.
텍스	ㅌㅓㅣㄱㅅㅡ	실의 굵기를 나타내는 국제 표준화 기구의 단위. 1텍스는 길이 1,000미터의 무게가 1그램이 되는 실의 굵기로 9데니어에 해당한다. 수가 작을수록 실이 가늘다. 기호는 tex.
작업	ㅈㅏㄱㅇㅓㅂ	=잡(job).
심문	ㅅㅣㅁㅁㅜㄴ	혈액이 심장으로 들어가고 나가는 문. ≒염통문.
단계	ㄷㅏㄴㄱㅕㅣ	=얕은꾀.
삼각	ㅅㅏㅁㄱㅏㄱ	=삼각법.
골반	ㄱㅗㄹㅂㅏㄴ	=엉덩뼈.
업계	ㅇㅓㅂㄱㅕㅣ	업(業)의 속박.
연합	ㅇㅕㄴㅎㅏㅂ	소쉬르의 언어학 이론에서, 형태나 의미가 유사성이 있는 언어 요소들은 사람의 기억 속에서 서로 연상되어 한 무리를 이루고 있다는 이론.
명성	ㅁㅕㅇㅅㅓㅇ	지덕(知德)이 뛰어남. 또는 그런 사람.
바나나	ㅂㅏㄴㅏㄴㅏ	파초과의 상록 여러해살이풀. 높이는 3~10미터이며, 땅속의 알줄기에서 죽순 모양의 싹이 나와 긴 타원형의 녹색 잎이 8~10개가 모여나고, 긴 잎깍지가 서로 겹쳐 헛줄기를 이루면서 자란다. 초여름에 커다란 꽃줄기가
팬티	ㅍㅏㅣㄴㅌㅣ	다리 부분은 거의 없고 허리에 꼭 붙는 속옷.
명함	ㅁㅕㅇㅎㅏㅁ	2. 남의 이름을 높여 이르는 말.
숙취	ㅅㅜㄱㅊㅜㅣ	술에 흠뻑 취함.
담낭	ㄷㅏㅁㄴㅏㅇ	=쓸개.
상대	ㅅㅏㅇㄷㅏㅣ	'사헌부'를 달리 이르는 말.
옥상	ㅇㅗㄱㅅㅏㅇ	=옥배(玉杯).
농장	ㄴㅗㅇㅈㅏㅇ	=장롱.
진실	ㅈㅣㄴㅅㅣㄹ	중국 진(秦)나라의 왕실.
총각	ㅊㅗㅇㄱㅏㄱ	2. =숫총각.
만일	ㅁㅏㄴㅇㅣㄹ	많은 값.
예예	ㅇㅕㅣㅇㅕㅣ	=유연(柔然).
파스타	ㅍㅏㅅㅡㅌㅏ	이탈리아식 국수. 밀가루를 달걀에 반죽하여 만들며 마카로니, 스파게티 따위가 대표적이다.
금세	ㄱㅡㅁㅅㅓㅣ	=올해.
능력	ㄴㅡㅇㄹㅕㄱ	서로 능멸하여 다툼.
밸브	ㅂㅏㅣㄹㅂㅡ	금관 악기에서, 반음계 연주가 가능하도록 조절하는 장치. ≒피스톤(piston)·활전(活栓).
복장	ㅂㅗㄱㅈㅏㅇ	장례 방법의 하나. 시체를 가매장하고 일정 기간이 지난 다음 발굴해 내어 그 뼈를 깨끗이 씻고 장례 의식을 행한 후 다시 매장한다.
일종	ㅇㅣㄹㅈㅗㅇ	1월, 5월, 9월의 초하루와 보름에 한 끼씩만 먹는 행사. 여러 겁(劫)에 걸치어 지은 죄업을 소멸하고 내세에 복을 받아 많은 양식을 받기 위해서 한다.
아멘	ㅇㅏㅁㅓㅣㄴ	고대 이집트에서 신(神)들의 왕으로 숭배된 신. 원래 테베 지방의 신이었으나 이집트가 통일이 된 후에 파라오의 수호신으로 숭배되었으며, 특히 태양신인 라(Ra)와 동일시되어 아멘라로 불리었다. 머리에 한 쌍의 깃털 
금단	ㄱㅡㅁㄷㅏㄴ	=선단(仙丹).
탐정	ㅌㅏㅁㅈㅓㅇ	탐욕을 부려 재물을 약탈하고 백성을 억압하는 정치를 함. 또는 그런 정치.
제안	ㅈㅓㅣㅇㅏㄴ	죄나 허물이 있는 벼슬아치의 이름을 녹명안(錄名案)에서 빼어 버리던 일.
대신	ㄷㅏㅣㅅㅣㄴ	=대관(臺官).
장식	ㅈㅏㅇㅅㅣㄱ	=장탄식.
방식	ㅂㅏㅇㅅㅣㄱ	금속의 표면이 화학적 변화로 녹이 슬거나 삭는 것을 막음. 이에는 도료, 도금, 전기 따위에 의한 방법이 있다.
계급	ㄱㅕㅣㄱㅡㅂ	통계 자료의 변량(變量)을 분류·정리하기 위하여 나눈 구간. 보통 변량을 같은 간격으로 나누어 얻는다.
연결	ㅇㅕㄴㄱㅕㄹ	위상 공간을, 두 개의 공집합이 아닌 개집합으로 나눌 수 없는 일.
절제	ㅈㅓㄹㅈㅓㅣ	=절일제(節日製).
방금	ㅂㅏㅇㄱㅡㅁ	못하게 막아서 금함.
과제	ㄱㅗㅏㅈㅓㅣ	법에 정해진 한도를 넘음.
만세	ㅁㅏㄴㅅㅓㅣ	2. 귀인, 특히 천자나 임금의 죽음을 이르는 말.
직장	ㅈㅣㄱㅈㅏㅇ	경영 조직의 최하부에 위치하여 작업 현장에서 노동자를 직접 지휘·감독하는 사람.
세실	ㅅㅓㅣㅅㅣㄹ	올이 가는 실.
증명	ㅈㅡㅇㅁㅕㅇ	어떤 정리나 공리로부터 추론에 의하여 다른 명제의 옳고 그름을 밝힘. 또는 그런 일.
세상	ㅅㅓㅣㅅㅏㅇ	=세태(世態).
크리크	ㅋㅡㄹㅣㅋㅡ	중국의 평야 지대에서 배수·관개·교통을 목적으로 파 놓은 작은 운하.
일정	ㅇㅣㄹㅈㅓㅇ	안일한 정치.
반복	ㅂㅏㄴㅂㅗㄱ	반역과 복종을 아울러 이르는 말.
침몰	ㅊㅣㅁㅁㅗㄹ	2. 세력이나 기운 따위가 쇠함을 비유적으로 이르는 말.
혜성	ㅎㅕㅣㅅㅓㅇ	뛰어나게 슬기로움. 또는 그런 사람.
