각분	ㄱㅏㄱㅂㅜㄴ	짐승의 뿔을 쪄서 말린 뒤에 빻은 가루. 주로 농작물 따위에 질소 비료로 쓰인다.
각삭	ㄱㅏㄱㅅㅏㄱ	1. 나무나 돌 따위에 글이나 그림을 새기어 깎음. 2. 남을 매우 참혹하게 함.
각산	ㄱㅏㄱㅅㅏㄴ	=각살림.
각삽	ㄱㅏㄱㅅㅏㅂ	
각상	ㄱㅏㄱㅅㅏㅇ	다락집의 맨 위층.
각석	ㄱㅏㄱㅅㅓㄱ	네모나게 떠내거나 자른 돌.
각선	ㄱㅏㄱㅅㅓㄴ	
각설	ㄱㅏㄱㅅㅓㄹ	1. 따로따로 설치함. 2. 연회 따위를 따로따로 베풂.
각성	ㄱㅏㄱㅅㅓㅇ	뿔로 만든 나팔을 부는 소리.
각손	ㄱㅏㄱㅅㅗㄴ	수소양삼초경의 혈(穴) 이름. 귓바퀴를 옆머리에 붙였을 때 위 끝이 닿는 곳이다.
각쇠	ㄱㅏㄱㅅㅗㅣ	'새김칼'의 잘못.
각숙	ㄱㅏㄱㅅㅜㄱ	=각건.
각순	ㄱㅏㄱㅅㅜㄴ	겸손하고 조심하는 마음으로 정중하게 복종함.
각승	ㄱㅏㄱㅅㅡㅇ	승부를 겨룸.
각신	ㄱㅏㄱㅅㅣㄴ	조선 후기에 둔 규장각의 벼슬아치. ≒각(閣).
각심	ㄱㅏㄱㅅㅣㅁ	1. 각 사람의 마음. 2. 각각 마음을 달리함.
각암	ㄱㅏㄱㅇㅏㅁ	규암(珪巖)의 하나. 석영질의수성암으로 매우 단단하고 갈색 또는 짙은 회색을 띤다. 주로 점판암이 열 변성 작용을 받아서 생겨난다.
각양	ㄱㅏㄱㅇㅑㅇ	
각역	ㄱㅏㄱㅇㅕㄱ	나무나 돌 따위에 글이나 그림을 새김.
각연	ㄱㅏㄱㅇㅕㄴ	오연(五軟)의 하나. 다리가 연약하고 무력하여 서기나 걷기가 곤란한 증상이다. ≒각연증(脚軟症)·행지(行遲)·행지증(行遲症).
각외	ㄱㅏㄱㅇㅗㅣ	한 나라 내각의 외부.
각위	ㄱㅏㄱㅇㅜㅣ	만유의 실상을 깨달아 성불한 지위.
각응	ㄱㅏㄱㅇㅡㅇ	=매 .
각의	ㄱㅏㄱㅇㅡㅣ	
각잠	ㄱㅏㄱㅈㅏㅁ	여러 가지 무늬를 새긴 비녀.
각장	ㄱㅏㄱㅈㅏㅇ	보통 것보다 폭이 넓고 두꺼운 장판지. ≒각장지.
각적	ㄱㅏㄱㅈㅓㄱ	뿔로 만든 피리. ≒뿔피리.
각점	ㄱㅏㄱㅈㅓㅁ	특이점의 하나. 곡선 위 각 점의 접선이 어떤 점에서 불연속적으로 방향을 바꿀 때의 그 점을 이른다.
각정	ㄱㅏㄱㅈㅓㅇ	조가비 꼭대기의 도드라진 부분. 보통 조가비에서는 이가 있는 두드러진 부분을 이르며, 소라류나 우렁이류에서는 뾰족한 부분을 가리킨다.
각제	ㄱㅏㄱㅈㅓㅣ	=각왕(覺王).
각족	ㄱㅏㄱㅈㅗㄱ	=조개류.
각존	ㄱㅏㄱㅈㅗㄴ	'자각 존재'를 줄여 이르는 말.
각종	ㄱㅏㄱㅈㅗㅇ	
각좆	ㄱㅏㄱㅈㅗㅈ	뿔 따위로 남자의 생식기처럼 만든 장난감.
각좌	ㄱㅏㄱㅈㅗㅏ	=각암(□巖).
각죽	ㄱㅏㄱㅈㅜㄱ	설대 부분에 무늬를 새긴 담뱃대.
각준	ㄱㅏㄱㅈㅜㄴ	일이나 말 따위를 정성껏 따르고 지킴.
각직	ㄱㅏㄱㅈㅣㄱ	조선 후기에, 규장각에 속한 벼슬.
각질	ㄱㅏㄱㅈㅣㄹ	
각찬	ㄱㅏㄱㅊㅏㄴ	=각간(角干).
각찰	ㄱㅏㄱㅊㅏㄹ	일의 기미 따위를 눈치 챔.
각창	ㄱㅏㄱㅊㅏㅇ	테두리가 모 난 창문.
각천	ㄱㅏㄱㅊㅓㄴ	삼가 실천함.
